日期_Date,月无风险收益率_MonRFRet,
2010-01-01,"0.001553"
2010-02-01,"0.001604"
2010-03-01,"0.001619"
2010-04-01,"0.001616"
2010-05-01,"0.001646"
2010-06-01,"0.002004"
2010-07-01,"0.002134"
2010-08-01,"0.002055"
2010-09-01,"0.002130"
2010-10-01,"0.002246"
2010-11-01,"0.002446"
2010-12-01,"0.003230"
2011-01-01,"0.003930"
2011-02-01,"0.004320"
2011-03-01,"0.003581"
2011-04-01,"0.003592"
2011-05-01,"0.003795"
2011-06-01,"0.004514"
2011-07-01,"0.005108"
2011-08-01,"0.004642"
2011-09-01,"0.004687"
2011-10-01,"0.004700"
2011-11-01,"0.004731"
2011-12-01,"0.004565"
2012-01-01,"0.004565"
2012-02-01,"0.004446"
2012-03-01,"0.004208"
2012-04-01,"0.004006"
2012-05-01,"0.003739"
2012-06-01,"0.003415"
2012-07-01,"0.003225"
2012-08-01,"0.003031"
2012-09-01,"0.003047"
2012-10-01,"0.003083"
2012-11-01,"0.003140"
2012-12-01,"0.003220"
2013-01-01,"0.003246"
2013-02-01,"0.003240"
2013-03-01,"0.003236"
2013-04-01,"0.003235"
2013-05-01,"0.003235"
2013-06-01,"0.004241"
2013-07-01,"0.003972"
2013-08-01,"0.003880"
2013-09-01,"0.003884"
2013-10-01,"0.003897"
2013-11-01,"0.003920"
2013-12-01,"0.004417"
2014-01-01,"0.004654"
2014-02-01,"0.004657"
2014-03-01,"0.004587"
2014-04-01,"0.004582"
2014-05-01,"0.004369"
2014-06-01,"0.003998"
2014-07-01,"0.003955"
2014-08-01,"0.003905"
2014-09-01,"0.003849"
2014-10-01,"0.003758"
2014-11-01,"0.003559"
2014-12-01,"0.003884"
2015-01-01,"0.004126"
2015-02-01,"0.004087"
2015-03-01,"0.004083"
2015-04-01,"0.003838"
2015-05-01,"0.002815"
2015-06-01,"0.002524"
2015-07-01,"0.002644"
2015-08-01,"0.002592"
2015-09-01,"0.002602"
2015-10-01,"0.002618"
2015-11-01,"0.002534"
2015-12-01,"0.002549"
2016-01-01,"0.002544"
2016-02-01,"0.002504"
2016-03-01,"0.002341"
2016-04-01,"0.002381"
2016-05-01,"0.002430"
2016-06-01,"0.002461"
2016-07-01,"0.002413"
2016-08-01,"0.002338"
2016-09-01,"0.002327"
2016-10-01,"0.002339"
2016-11-01,"0.002433"
2016-12-01,"0.002643"
2017-01-01,"0.003047"
2017-02-01,"0.003466"
2017-03-01,"0.003623"
2017-04-01,"0.003579"
2017-05-01,"0.003699"
2017-06-01,"0.003895"
2017-07-01,"0.003596"
2017-08-01,"0.003602"
2017-09-01,"0.003650"
2017-10-01,"0.003641"
2017-11-01,"0.003798"
2017-12-01,"0.004030"
2018-01-01,"0.003924"
2018-02-01,"0.003924"
2018-03-01,"0.003899"
2018-04-01,"0.003464"
2018-05-01,"0.003425"
2018-06-01,"0.003597"
2018-07-01,"0.003002"
2018-08-01,"0.002402"
2018-09-01,"0.002368"
2018-10-01,"0.002386"
2018-11-01,"0.002526"
2018-12-01,"0.002664"
2019-01-01,"0.002511"
2019-02-01,"0.002357"
2019-03-01,"0.002325"
2019-04-01,"0.002339"
2019-05-01,"0.002423"
2019-06-01,"0.002404"
2019-07-01,"0.002185"
2019-08-01,"0.002218"
2019-09-01,"0.002261"
2019-10-01,"0.002304"
2019-11-01,"0.002490"
2019-12-01,"0.002524"
2020-01-01,"0.002403"
2020-02-01,"0.002178"
2020-03-01,"0.001796"
2020-04-01,"0.001279"
2020-05-01,"0.001172"
2020-06-01,"0.001589"
2020-07-01,"0.001932"
2020-08-01,"0.002171"
2020-09-01,"0.002231"
2020-10-01,"0.002332"
2020-11-01,"0.002524"
2020-12-01,"0.002439"
2021-01-01,"0.002205"
2021-02-01,"0.002342"
2021-03-01,"0.002261"
2021-04-01,"0.002173"
2021-05-01,"0.002102"
2021-06-01,"0.002040"
2021-07-01,"0.002015"
2021-08-01,"0.001969"
2021-09-01,"0.001980"
2021-10-01,"0.002027"
2021-11-01,"0.002055"
2021-12-01,"0.002079"
